2019-05-24T21:34:36.781887  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 0
26-05-2019--00-33-02  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
26-05-2019--00-33-02  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
26-05-2019--00-33-03  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
26-05-2019--00-33-03  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-33-05  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
26-05-2019--00-33-05  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 3
26-05-2019--00-33-05  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 8
26-05-2019--00-33-05  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 2
26-05-2019--00-33-05  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 15
26-05-2019--00-33-05  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 1
26-05-2019--00-33-05  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 14
26-05-2019--00-33-05  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 13
26-05-2019--00-33-05  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 7
26-05-2019--00-33-05  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 6
26-05-2019--00-33-05  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 19
26-05-2019--00-33-06  -  [DB] database returned None for page_id: Andy_García, passage_idx: 1
26-05-2019--00-33-06  -  [DB] database returned None for page_id: Andy_García, passage_idx: 0
26-05-2019--00-33-07  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
26-05-2019--00-33-09  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
26-05-2019--00-33-10  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-33-10  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 10
26-05-2019--00-33-17  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
26-05-2019--00-33-19  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
26-05-2019--00-33-32  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
26-05-2019--00-33-34  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
26-05-2019--00-33-37  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
26-05-2019--00-33-37  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
26-05-2019--00-33-38  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
26-05-2019--00-33-38  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-33-38  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
26-05-2019--00-33-40  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
26-05-2019--00-33-44  -  [DB] database returned None for page_id: Māui_-LRB-mythology-RRB-, passage_idx: 7
26-05-2019--00-33-51  -  [DB] database returned None for page_id: B'Day_-LRB-Beyoncé_album-RRB-, passage_idx: 0
26-05-2019--00-33-51  -  [DB] database returned None for page_id: 4_-LRB-Beyoncé_album-RRB-, passage_idx: 0
26-05-2019--00-33-51  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 11
26-05-2019--00-33-51  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 10
26-05-2019--00-33-51  -  [DB] database returned None for page_id: Beyoncé_-LRB-album-RRB-, passage_idx: 0
26-05-2019--00-33-51  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 9
26-05-2019--00-33-51  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 3
26-05-2019--00-33-51  -  [DB] database returned None for page_id: Lemonade_-LRB-Beyoncé_album-RRB-, passage_idx: 0
26-05-2019--00-33-51  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 1
26-05-2019--00-33-51  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 0
26-05-2019--00-33-51  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 6
26-05-2019--00-33-51  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
26-05-2019--00-33-53  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-33-56  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
26-05-2019--00-34-05  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 0
26-05-2019--00-34-06  -  [DB] database returned None for page_id: Björk, passage_idx: 16
26-05-2019--00-34-07  -  [DB] database returned None for page_id: Penélope_Cruz, passage_idx: 0
26-05-2019--00-34-11  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
26-05-2019--00-34-12  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 5
26-05-2019--00-34-12  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
26-05-2019--00-34-13  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
26-05-2019--00-34-13  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
26-05-2019--00-34-16  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
26-05-2019--00-34-16  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
26-05-2019--00-34-16  -  [DB] database returned None for page_id: Björk, passage_idx: 16
26-05-2019--00-34-17  -  [DB] database returned None for page_id: Jean-Claude_Mézières, passage_idx: 6
26-05-2019--00-34-17  -  [DB] database returned None for page_id: Jean-Claude_Mézières, passage_idx: 7
26-05-2019--00-34-20  -  [DB] database returned None for page_id: Ólafur_Arnalds, passage_idx: 0
26-05-2019--00-34-20  -  [DB] database returned None for page_id: Julio_Cortázar, passage_idx: 0
26-05-2019--00-34-21  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
26-05-2019--00-34-25  -  [DB] database returned None for page_id: Gdańsk, passage_idx: 0
26-05-2019--00-34-27  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-34-35  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
26-05-2019--00-34-36  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
26-05-2019--00-34-39  -  [DB] database returned None for page_id: Paraná_River, passage_idx: 1
26-05-2019--00-34-42  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
26-05-2019--00-34-46  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 7
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 8
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 19
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 9
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 10
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 0
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 22
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 1
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 23
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 13
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 3
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 14
26-05-2019--00-34-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 16
26-05-2019--00-34-52  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
26-05-2019--00-34-55  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
26-05-2019--00-34-55  -  [DB] database returned None for page_id: 13_Vendémiaire, passage_idx: 1
26-05-2019--00-34-57  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-35-00  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
26-05-2019--00-35-03  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-35-03  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 10
26-05-2019--00-35-04  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
26-05-2019--00-35-06  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-35-06  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
26-05-2019--00-35-07  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 3
26-05-2019--00-35-07  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
26-05-2019--00-35-09  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 18
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 3
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 8
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 2
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 15
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 1
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 14
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 13
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 7
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 12
26-05-2019--00-35-10  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 6
26-05-2019--00-35-11  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-35-12  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
26-05-2019--00-35-18  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
26-05-2019--00-35-19  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
26-05-2019--00-35-20  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 0
26-05-2019--00-35-24  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
26-05-2019--00-35-24  -  [DB] database returned None for page_id: Björk, passage_idx: 16
26-05-2019--00-35-32  -  [DB] database returned None for page_id: Björk, passage_idx: 16
26-05-2019--00-35-32  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
26-05-2019--00-35-33  -  [DB] database returned None for page_id: As_Máscaras, passage_idx: 0
26-05-2019--00-35-36  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
26-05-2019--00-35-43  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-35-44  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 11
26-05-2019--00-35-44  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 10
26-05-2019--00-35-47  -  [DB] database returned None for page_id: Paris_Métro, passage_idx: 8
26-05-2019--00-35-47  -  [DB] database returned None for page_id: Musée_d'Orsay, passage_idx: 5
26-05-2019--00-35-54  -  [DB] database returned None for page_id: Copa_América, passage_idx: 0
26-05-2019--00-35-54  -  [DB] database returned None for page_id: Copa_América, passage_idx: 1
26-05-2019--00-35-54  -  [DB] database returned None for page_id: 2011_Copa_América, passage_idx: 0
26-05-2019--00-35-58  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
26-05-2019--00-35-58  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 0
26-05-2019--00-35-58  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 13
26-05-2019--00-35-58  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 19
26-05-2019--00-36-00  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
26-05-2019--00-36-00  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
26-05-2019--00-36-01  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
26-05-2019--00-36-02  -  [DB] database returned None for page_id: Julio_Cortázar, passage_idx: 0
26-05-2019--00-36-04  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
26-05-2019--00-36-08  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
26-05-2019--00-36-09  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
26-05-2019--00-36-10  -  [DB] database returned None for page_id: Björk, passage_idx: 16
26-05-2019--00-36-12  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
26-05-2019--00-36-12  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
26-05-2019--00-36-21  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
26-05-2019--00-36-22  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 1
26-05-2019--00-36-22  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
26-05-2019--00-36-22  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
26-05-2019--00-36-27  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
26-05-2019--00-36-28  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-36-28  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-36-31  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
26-05-2019--00-36-33  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 15
26-05-2019--00-36-33  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-36-34  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-36-34  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
26-05-2019--00-36-41  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 15
26-05-2019--00-36-41  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-36-42  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 15
26-05-2019--00-36-42  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
26-05-2019--00-36-42  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-36-42  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 10
26-05-2019--00-36-53  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-36-55  -  [DB] database returned None for page_id: Éomer, passage_idx: 0
26-05-2019--00-36-58  -  [DB] database returned None for page_id: François_Truffaut, passage_idx: 4
26-05-2019--00-36-59  -  [DB] database returned None for page_id: As_Máscaras, passage_idx: 0
26-05-2019--00-37-00  -  [DB] database returned None for page_id: Lasse_Hallström, passage_idx: 1
26-05-2019--00-37-03  -  [DB] database returned None for page_id: 2015_Critérium_du_Dauphiné, passage_idx: 0
26-05-2019--00-37-03  -  [DB] database returned None for page_id: 2013_Critérium_International, passage_idx: 0
26-05-2019--00-37-04  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
26-05-2019--00-37-06  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 1
26-05-2019--00-37-06  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
26-05-2019--00-37-06  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
26-05-2019--00-37-06  -  [DB] database returned None for page_id: Condé_Nast, passage_idx: 0
26-05-2019--00-37-07  -  [DB] database returned None for page_id: Les_Misérables_-LRB-2012_film-RRB-, passage_idx: 0
26-05-2019--00-37-07  -  [DB] database returned None for page_id: René_Descartes, passage_idx: 0
26-05-2019--00-37-09  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-37-17  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-37-18  -  [DB] database returned None for page_id: Éomer, passage_idx: 0
26-05-2019--00-37-19  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 1
26-05-2019--00-37-22  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
26-05-2019--00-37-24  -  [DB] database returned None for page_id: Führer, passage_idx: 1
26-05-2019--00-37-37  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-37-38  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-37-43  -  [DB] database returned None for page_id: Penélope_Cruz, passage_idx: 0
26-05-2019--00-37-45  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
26-05-2019--00-37-45  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
26-05-2019--00-37-46  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-37-47  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-37-47  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 5
26-05-2019--00-37-47  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
26-05-2019--00-37-47  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 0
26-05-2019--00-37-50  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-37-52  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
26-05-2019--00-37-56  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
26-05-2019--00-37-58  -  [DB] database returned None for page_id: Atlético_Madrid, passage_idx: 0
26-05-2019--00-37-59  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
26-05-2019--00-37-59  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 3
26-05-2019--00-38-01  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
26-05-2019--00-38-01  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
26-05-2019--00-38-08  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
26-05-2019--00-38-08  -  [DB] database returned None for page_id: Stellan_Skarsgård, passage_idx: 0
26-05-2019--00-38-10  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
26-05-2019--00-38-10  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 1
26-05-2019--00-38-14  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-38-14  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 4
26-05-2019--00-38-15  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 0
26-05-2019--00-38-16  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
26-05-2019--00-38-18  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
26-05-2019--00-38-19  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 4
26-05-2019--00-38-20  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-38-22  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
26-05-2019--00-38-28  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
26-05-2019--00-38-28  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-38-30  -  [DB] database returned None for page_id: Penélope_Cruz, passage_idx: 0
26-05-2019--00-38-31  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
26-05-2019--00-38-34  -  [DB] database returned None for page_id: Perla_Farías, passage_idx: 0
26-05-2019--00-38-36  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
26-05-2019--00-38-37  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-38-38  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
26-05-2019--00-38-43  -  [DB] database returned None for page_id: Gdańsk, passage_idx: 24
26-05-2019--00-38-44  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
26-05-2019--00-38-45  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 0
26-05-2019--00-38-49  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 4
26-05-2019--00-38-51  -  [DB] database returned None for page_id: Charlotte_Brontë, passage_idx: 0
26-05-2019--00-38-51  -  [DB] database returned None for page_id: Charlotte_Brontë, passage_idx: 1
26-05-2019--00-38-53  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
26-05-2019--00-38-56  -  [DB] database returned None for page_id: Julio_Cortázar, passage_idx: 0
26-05-2019--00-38-57  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-38-59  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
26-05-2019--00-38-59  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
26-05-2019--00-39-03  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
26-05-2019--00-39-04  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-39-06  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
26-05-2019--00-39-06  -  [DB] database returned None for page_id: İstanbul_Başakşehir_F.K., passage_idx: 0
26-05-2019--00-39-07  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
26-05-2019--00-39-07  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-39-08  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 0
26-05-2019--00-39-11  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
26-05-2019--00-39-12  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-39-13  -  [DB] database returned None for page_id: Charlotte_Brontë, passage_idx: 0
26-05-2019--00-39-15  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
26-05-2019--00-39-17  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-39-17  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-39-19  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
26-05-2019--00-39-21  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 6
26-05-2019--00-39-21  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
26-05-2019--00-39-21  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 1
26-05-2019--00-39-21  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
26-05-2019--00-39-22  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-39-22  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 2
26-05-2019--00-39-22  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 1
26-05-2019--00-39-22  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
26-05-2019--00-39-22  -  [DB] database returned None for page_id: Recep_Tayyip_Erdoğan, passage_idx: 0
26-05-2019--00-39-23  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
26-05-2019--00-39-25  -  [DB] database returned None for page_id: Yolanda_Saldívar, passage_idx: 0
26-05-2019--00-39-28  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
26-05-2019--00-39-28  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
26-05-2019--00-39-37  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
26-05-2019--00-39-38  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
26-05-2019--00-39-38  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 5
26-05-2019--00-39-38  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
26-05-2019--00-39-40  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
26-05-2019--00-39-40  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-39-41  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
26-05-2019--00-39-42  -  [DB] database returned None for page_id: Les_Misérables_-LRB-2012_film-RRB-, passage_idx: 0
26-05-2019--00-39-46  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 1
26-05-2019--00-39-47  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
26-05-2019--00-39-47  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
26-05-2019--00-39-47  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
26-05-2019--00-39-49  -  [DB] database returned None for page_id: Ólafur_Arnalds, passage_idx: 0
26-05-2019--00-39-51  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
26-05-2019--00-39-53  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
26-05-2019--00-39-54  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-39-54  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-39-54  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 2
26-05-2019--00-39-54  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 1
26-05-2019--00-39-56  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
26-05-2019--00-39-56  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
26-05-2019--00-39-57  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 0
26-05-2019--00-40-00  -  [DB] database returned None for page_id: Caché_-LRB-film-RRB-, passage_idx: 0
26-05-2019--00-40-04  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
26-05-2019--00-40-07  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
26-05-2019--00-40-08  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 0
26-05-2019--00-40-10  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
26-05-2019--00-40-11  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
26-05-2019--00-40-12  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
26-05-2019--00-40-12  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-40-13  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
26-05-2019--00-40-13  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
26-05-2019--00-40-13  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 6
26-05-2019--00-40-13  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 8
